what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330464467987
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330464467987
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330464467988
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330464467988
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330464467989
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330464467989
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330464467989
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330464467990
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330464467991
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330464467991
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330464467991
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1330464467992
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330464467992
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330464467993
started,bundle,org.eclipse.e4.core.commands,0.10.0.v20110613-2030,"org.eclipse.e4.core.commands",1330464467993
started,bundle,org.eclipse.e4.core.contexts,1.0.0.v20110629-1700,"org.eclipse.e4.core.contexts",1330464467994
started,bundle,org.eclipse.e4.core.contexts.debug,0.1.0.v20110517-2030,"org.eclipse.e4.core.contexts.debug",1330464467994
started,bundle,org.eclipse.e4.core.di,1.0.0.v20110629-1700,"org.eclipse.e4.core.di",1330464467995
started,bundle,org.eclipse.e4.core.services,0.10.0.v20110613-2030,"org.eclipse.e4.core.services",1330464467995
started,bundle,org.eclipse.e4.ui.bindings,0.10.0.v20110613-2030,"org.eclipse.e4.ui.bindings",1330464467996
started,bundle,org.eclipse.e4.ui.css.swt,0.10.0.v20110613-2030,"org.eclipse.e4.ui.css.swt",1330464467996
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.9.1.v20110613-2030,"org.eclipse.e4.ui.css.swt.theme",1330464467997
started,bundle,org.eclipse.e4.ui.di,0.10.0.v20110613-2030,"org.eclipse.e4.ui.di",1330464467997
started,bundle,org.eclipse.e4.ui.model.workbench,0.10.0.v20110613-2030,"org.eclipse.e4.ui.model.workbench",1330464467998
started,bundle,org.eclipse.e4.ui.services,0.10.0.v20110613-2030,"org.eclipse.e4.ui.services",1330464467998
started,bundle,org.eclipse.e4.ui.workbench,0.10.1.v20110825-1422,"org.eclipse.e4.ui.workbench",1330464467999
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,0.10.0.v20110705-1300,"org.eclipse.e4.ui.workbench.addons.swt",1330464467999
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.10.0.v20110825-1422,"org.eclipse.e4.ui.workbench.renderers.swt",1330464468000
started,bundle,org.eclipse.e4.ui.workbench.swt,0.10.0.v20110906-1038,"org.eclipse.e4.ui.workbench.swt",1330464468000
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1330464468001
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1330464468002
started,bundle,org.eclipse.ui,3.7.100.v20110906-1038,"org.eclipse.ui",1330464468003
started,bundle,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"org.eclipse.ui.workbench",1330464468004
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1330464468004
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1330464468005
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1330464468006
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1330464468006
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1330464468006
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1330464468007
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330464468008
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1330464468008
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330464468009
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1330464468009
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1330464468009
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330464468010
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1330464468010
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1330464468011
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330464468012
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1330464468013
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330464468013
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330464468014
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330464468015
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330464468015
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330464468016
os,sysinfo,,,"win32",1330464468018
arch,sysinfo,,,"x86_64",1330464468018
ws,sysinfo,,,"win32",1330464468018
locale,sysinfo,,,"en_US",1330464468018
processors,sysinfo,,,"4",1330464468018
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330464468018
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1330464468018
java.specification.name,sysinfo,,,"Java Platform API Specification",1330464468018
java.specification.vendor,sysinfo,,,"Oracle Corporation",1330464468018
java.specification.version,sysinfo,,,"1.7",1330464468018
java.vendor,sysinfo,,,"Oracle Corporation",1330464468018
java.version,sysinfo,,,"1.7.0_03",1330464468018
java.vm.info,sysinfo,,,"mixed mode",1330464468018
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1330464468018
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330464468018
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1330464468018
java.vm.specification.version,sysinfo,,,"1.7",1330464468018
java.vm.vendor,sysinfo,,,"Oracle Corporation",1330464468018
java.vm.version,sysinfo,,,"22.1-b02",1330464468018
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330464468029
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330464468086
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330464468130
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330464492065
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465211844
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465215225
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465251917
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465253539
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465326825
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465330119
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465379333
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330465379557
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330465379707
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465386697
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465388140
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465389001
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465451838
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465454989
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465456616
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465458868
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465464384
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465468550
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465575557
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465576506
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465671172
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330465688420
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330465692815
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465712735
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465980101
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330465981361
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466005392
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466009434
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330466012842
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330466013305
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466017537
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1330466030136
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1330466030153
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466030370
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466030499
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466030636
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330466038489
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1330466210203
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330466210214
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1330466210253
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1330466210254
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466374050
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466375096
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466387934
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466431814
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466446924
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330466522299
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330466522338
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330466522383
started,bundle,runjettyrun.jetty8,1.3.2,"runjettyrun.jetty8",1330466612313
started,bundle,runjettyrun.jetty7,1.3.2,"runjettyrun.jetty7",1330466612315
started,bundle,runjettyrun,1.3.2,"runjettyrun",1330466612321
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1330466612407
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466614773
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466631537
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330466636676
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466640065
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330466647186
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466648088
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466659208
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466660676
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1330466660874
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1330466661019
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466661323
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1330466661730
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1330466661733
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1330466663493
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466663717
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466663884
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466675002
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466679949
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466681058
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466684071
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466687905
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466693108
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466713892
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466713970
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330466714398
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466725046
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466732921
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466772438
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466773964
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466775764
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466775967
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466776046
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1330466776517
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1330466776518
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466777725
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466782485
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466802166
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466803892
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466820067
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466820790
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466838738
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466843014
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330466864072
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330466881652
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466889762
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466923197
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330466930684
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467002013
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467008571
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467152502
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467166389
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467181582
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467281781
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330467283261
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467288290
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467297603
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467306111
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1330467324640
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1330467324670
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467325796
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467330795
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467337063
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1330467358907
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1330467359093
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467364214
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467371457
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1330467383854
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467385417
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467471933
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1330467483794
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467485194
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467495068
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467503966
deactivated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467505462
activated,workbench,org.eclipse.ui.workbench,3.102.0.v20110825-1422,"",1330467506731
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1330467532449
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1330467532525
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467543221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330467553346
